label,redshift,score
GALAXY,0.09168747,5.571544534177519e-06
STAR,0.3357841,0.999872088432312
GALAXY,0.0001321091,1.1941678167204373e-05
GALAXY,2.471019,2.875947302527493e-06
STAR,0.9354529,0.9999620914459229
QSO,0.4399604,1.5430616258527152e-05
GALAXY,0.4445658,1.9729312043637037e-05
QSO,0.5641908,9.495336598774884e-06
GALAXY,0.01243061,6.895322258060332e-06
GALAXY,0.6182796,1.3225719612819375e-06
GALAXY,1.996713,4.0520364564144984e-05
GALAXY,3.112451,1.2679286555794533e-05
STAR,0.6174551,0.9999375343322754
QSO,3.341944e-05,3.673806713777594e-05
GALAXY,2.19188,2.9972211450512987e-06
STAR,1.623842,0.9999145269393921
GALAXY,0.2756019,6.513629159599077e-06
QSO,1.543954,1.159788098448189e-06
GALAXY,2.325982,0.0561743825674057
GALAXY,0.5218413,2.488408881617943e-06
GALAXY,0.7395825,5.651038736687042e-05
GALAXY,2.060076,3.0479295674012974e-06
STAR,0.4507615,0.9996384382247925
GALAXY,0.131968,4.636202675101231e-07
GALAXY,0.7737672,1.0370811651227996e-05
QSO,-0.0002356359,1.5581983916490572e-06
QSO,0.06750073,0.00015643530059605837
GALAXY,0.4351107,6.28806401437032e-06
GALAXY,9.361759e-05,8.66653772391146e-06
STAR,-0.0003678844,0.9999092817306519
GALAXY,0.0215155,8.878729204297997e-06
GALAXY,0.6962538,8.472023864669609e-07
QSO,0.5095357,1.3725276630793815e-06
GALAXY,8.510074e-05,2.479636350471992e-06
QSO,0.503363,2.432781911920756e-05
STAR,1.861207,0.9996800422668457
GALAXY,0.007746908,5.885451628273586e-06
GALAXY,0.06651355,1.7240354281966574e-06
GALAXY,1.297033e-05,2.6896402687270893e-06
GALAXY,0.0002531981,6.786119047319517e-05
GALAXY,-8.502187e-06,6.559214966728177e-07
STAR,0.5087938,0.9999819993972778
STAR,0.8419486,0.9999707937240601
QSO,0.09352838,1.4410846915779985e-06
GALAXY,0.4905934,2.6801562853506766e-05
GALAXY,0.7685545,1.4957290659367573e-06
STAR,2.805669,0.9983816146850586
STAR,0.5162081,0.9996634721755981
STAR,0.322434,0.999981164932251
GALAXY,0.4467128,3.2336720323655754e-07
GALAXY,1.763799,1.1068802450608928e-05
GALAXY,6.324001e-05,1.3209811186243314e-05
STAR,3.124301e-05,0.9999816417694092
STAR,0.5439882,0.9996663331985474
STAR,0.64313,0.9993929862976074
GALAXY,-0.0002831063,3.130454206257127e-05
GALAXY,-3.519885e-05,3.3066120522562414e-05
QSO,0.8180572,4.830666966881836e-06
STAR,0.5839503,0.9999712705612183
GALAXY,0.1479799,1.959608425750048e-06
GALAXY,1.366247,8.404067557421513e-06
GALAXY,0.6906956,1.2952218639838975e-06
GALAXY,1.702909,5.4228107728704344e-06
GALAXY,0.02778885,3.1997064979805145e-06
STAR,0.0001803373,0.9998687505722046
GALAXY,0.580979,2.427853587505524e-06
GALAXY,0.8997056,2.3402690203511156e-06
GALAXY,0.2752714,4.1404251533094794e-05
GALAXY,-0.0002193198,5.055856036051409e-07
QSO,2.192179e-05,3.686409627334797e-06
QSO,-0.0001494053,5.7954479416366667e-05
STAR,1.238905,0.9992437362670898
STAR,0.1899145,0.9998793601989746
STAR,0.0985174,0.9994124174118042
GALAXY,0.3673625,3.1643389775126707e-06
STAR,0.3681432,0.9999724626541138
STAR,0.8079134,0.9999632835388184
GALAXY,0.6787539,1.1961413292738143e-05
GALAXY,0.5221539,1.3713466614717618e-05
GALAXY,0.5193127,7.68225447700388e-07
QSO,0.4750422,4.776749165102956e-07
GALAXY,0.07416106,1.730749772832496e-06
GALAXY,3.784582e-05,5.0392009143251926e-06
GALAXY,-0.0004759609,1.4998920960351825e-05
STAR,0.5790933,0.9997805953025818
STAR,-0.000366724,0.9999008178710938
GALAXY,0.07240591,3.4081651392625645e-05
STAR,0.6981184,0.9992669224739075
QSO,-0.0008239307,2.336558736715233e-06
GALAXY,0.6292835,3.2668522180756554e-05
STAR,1.150541,0.999832034111023
GALAXY,1.294887,1.2411937859724276e-05
GALAXY,0.2748967,2.647947894729441e-06
GALAXY,0.4473887,1.4065846698940732e-05
GALAXY,2.646036,1.7476419316153624e-06
GALAXY,0.1410807,3.5792325547845394e-07
GALAXY,-0.0004487752,9.509961273579393e-06
STAR,0.5035127,0.9995429515838623
QSO,0.1194547,2.4464779926347546e-06
GALAXY,-0.0001510628,4.760906449519098e-06
GALAXY,0.2236988,9.125424185185693e-06
GALAXY,-0.0009327441,1.1469899618532509e-05
GALAXY,1.522958,3.4169761420344003e-06
GALAXY,2.829282,5.822624189022463e-06
STAR,0.573716,0.9998663663864136
GALAXY,0.5607047,3.5335281722836953e-07
QSO,0.1462983,1.5548176861557295e-06
QSO,0.0005344548,1.0316064617654774e-05
GALAXY,0.3795198,4.94003870699089e-06
GALAXY,2.039863,5.006997980672168e-06
GALAXY,0.05532756,4.05208356824005e-06
QSO,0.5747746,1.1870147318404634e-06
GALAXY,0.4713331,5.979105935693951e-06
STAR,0.3976927,0.9990975856781006
GALAXY,-0.0002384018,3.3328981317026773e-06
STAR,0.9828959,0.9999074935913086
GALAXY,0.4703485,9.753264748724177e-06
GALAXY,0.486073,7.047808594506932e-07
QSO,0.9773231,1.967047410289524e-06
GALAXY,0.05095926,4.964832896803273e-06
GALAXY,1.718457,1.623824914531724e-06
GALAXY,0.2523945,2.3727586722088745e-06
GALAXY,0.2563362,2.041060542978812e-05
QSO,0.09228087,4.515466685006686e-07
GALAXY,0.268774,1.2614926163223572e-05
STAR,3.404964e-05,0.9998811483383179
GALAXY,-5.101325e-05,2.161121756216744e-06
GALAXY,0.9338963,2.81213488051435e-06
GALAXY,-0.0001237982,9.792721357371192e-06
GALAXY,0.7461396,1.1128234973512008e-06
QSO,-0.0001004989,9.00136342352198e-07
GALAXY,0.6309141,5.270192104944726e-07
GALAXY,-4.678113e-05,3.496548970360891e-06
GALAXY,-8.738317e-05,4.617990725819254e-06
GALAXY,0.09618603,5.200608939048834e-07
STAR,2.589631,0.9999537467956543
GALAXY,0.3421444,1.4034839068699512e-06
GALAXY,0.6043337,2.4939417926361784e-06
GALAXY,1.103529,1.8308074913875316e-06
STAR,0.4045888,0.9998469352722168
GALAXY,0.09424928,8.29972941573942e-06
GALAXY,1.534374,2.968474291265011e-06
GALAXY,0.5223478,2.7804858291347045e-06
GALAXY,0.5060712,3.541139221852063e-06
STAR,0.0003048158,0.9999685287475586
STAR,3.904373e-05,0.9999630451202393
GALAXY,0.4758877,5.94022058066912e-05
GALAXY,-1.437834e-05,1.4138076949166134e-05
STAR,0.0,0.9999773502349854
GALAXY,0.1169766,3.2574866963841487e-06
GALAXY,0.0009312207,1.16950977826491e-05
QSO,-0.0003118299,0.00022488032118417323
GALAXY,0.4202198,9.75454554463795e-07
GALAXY,1.637936,1.685770803305786e-05
QSO,0.647943,1.3017834135098383e-06
GALAXY,0.1098137,1.4392468074220233e-05
GALAXY,0.5432467,9.049429536389653e-06
QSO,0.1581724,9.277067647417425e-07
GALAXY,0.6331619,3.438015119172633e-05
STAR,1.045814,0.9997252821922302
GALAXY,0.1181637,6.350257535814308e-06
STAR,0.3693936,0.9999330043792725
STAR,-0.000377464,0.9971336126327515
STAR,0.6799309,0.9995409250259399
QSO,4.047009e-05,1.3965309335617349e-05
GALAXY,0.7439246,1.4878329238854349e-05
GALAXY,0.5753592,7.65697313909186e-06
GALAXY,2.438165,6.022471552569186e-06
GALAXY,-0.0001021428,9.900678378471639e-06
GALAXY,-6.73344e-05,2.009835952776484e-06
GALAXY,0.08045761,1.0283817573508713e-05
QSO,-0.0002077329,2.946580389107112e-05
GALAXY,-0.0003785349,1.6843727280502208e-05
GALAXY,4.049082e-05,1.0392740477982443e-05
STAR,0.7433555,0.9999105930328369
QSO,0.3359942,8.562049515603576e-06
GALAXY,0.291679,9.664963727118447e-07
GALAXY,-0.0002357452,5.256419171928428e-06
GALAXY,0.4251047,2.7129310637974413e-06
GALAXY,0.5485042,1.24108987620275e-06
GALAXY,0.1477624,2.7688461159414146e-06
GALAXY,-0.0002117871,1.0453548384248279e-05
GALAXY,0.6811392,2.980871386171202e-06
GALAXY,0.0003113808,1.05536946648499e-05
GALAXY,0.251482,0.0019350695656612515
GALAXY,0.6223542,2.1809704776387662e-05
GALAXY,0.3623482,3.894894689437933e-06
GALAXY,0.0001316247,5.693709226761712e-06
QSO,0.6281293,5.192712819734879e-07
QSO,0.2129108,1.0092800266647828e-06
GALAXY,0.4466797,5.560190402320586e-06
QSO,-0.0003638307,9.000073077913839e-07
GALAXY,0.3600138,1.6124940884765238e-05
GALAXY,1.254463,0.0001611215848242864
GALAXY,9.480353e-05,7.567135980934836e-06
STAR,0.06005741,0.9999734163284302
GALAXY,-8.780287e-06,1.2863354641012847e-05
QSO,0.7033492,9.040513191393984e-07
GALAXY,-0.0001111058,5.268079803499859e-06
GALAXY,0.1207406,9.879579010885209e-06
QSO,0.4953997,2.235875217593275e-05
STAR,0.3165046,0.9999512434005737
GALAXY,0.000590656,2.281564229633659e-05
GALAXY,0.5010058,4.275349419913255e-05
GALAXY,0.5166007,1.1232368706259876e-06
GALAXY,-0.0001616426,1.1944696325372206e-06
GALAXY,7.327287e-05,9.225490771314071e-07
GALAXY,-0.000972777,1.5381010598503053e-06
GALAXY,0.6424157,9.492337085248437e-06
GALAXY,0.5278302,1.417205567122437e-06
GALAXY,0.5669876,1.534441707917722e-06
STAR,0.6961495,0.9998412132263184
QSO,0.06503086,1.0594518471407355e-06
GALAXY,1.061724,0.0016605398850515485
GALAXY,0.0667505,4.450021606317023e-06
QSO,0.4674323,1.3379330084717367e-05
STAR,1.180023,0.999946117401123
QSO,0.8856366,4.7147287318694e-07
GALAXY,0.7816942,2.9172593713155948e-05
GALAXY,-0.0001886296,4.456221722648479e-05
GALAXY,0.4835899,4.7186194933601655e-06
GALAXY,0.1894765,6.808000421187899e-07
GALAXY,0.4441047,2.492253315722337e-06
STAR,-4.295909e-05,0.9995054006576538
GALAXY,0.5724485,3.2492803256900515e-06
QSO,-0.0002080346,1.593175511516165e-06
GALAXY,-0.0003517468,0.0030914428643882275
STAR,1.240268,0.9999746084213257
GALAXY,-0.0003002666,6.968546585994773e-06
GALAXY,0.06227684,4.599774456437444e-06
STAR,2.195743,0.9989816546440125
GALAXY,0.4313921,1.1712700143107213e-06
QSO,1.452382,1.343223084404599e-05
GALAXY,0.4648467,5.538044661079766e-06
GALAXY,0.6084781,7.397414265142288e-06
QSO,1.406583,1.7336274140689056e-06
QSO,-7.966019e-05,1.0454549737914931e-05
STAR,0.2310875,0.9948022365570068
GALAXY,0.6788577,1.100257668440463e-05
QSO,0.3047341,1.6059619156294502e-05
GALAXY,0.8918122,0.00034798216074705124
GALAXY,1.637306,1.450257968826918e-05
GALAXY,2.109774,2.2470192106993636e-06
GALAXY,0.0001583541,1.2561541780087282e-06
GALAXY,0.7228864,8.001627975318115e-06
STAR,3.725241,0.9993062019348145
STAR,2.574552,0.9994608759880066
QSO,-0.0003554513,4.074318439961644e-06
GALAXY,0.618495,6.049842340871692e-05
GALAXY,2.203076,1.2604890571310534e-06
STAR,0.4460036,0.9999228715896606
GALAXY,9.005412e-05,1.6345529729733244e-06
QSO,0.1080546,1.5292614534700988e-06
GALAXY,0.3913617,6.101726739871083e-06
GALAXY,2.755999,8.381896918763232e-07
STAR,0.3268129,0.9999545812606812
GALAXY,-0.0004289911,2.236392219856498e-06
GALAXY,-0.000107214,6.768773346266244e-06
STAR,0.4782503,0.9999016523361206
STAR,0.6625088,0.9971528053283691
QSO,0.256787,7.632665074197575e-05
STAR,2.727009e-05,0.9998345375061035
QSO,0.5858235,1.4768746723348158e-06
STAR,0.4632967,0.999933123588562
GALAXY,0.2900824,6.370610208250582e-06
GALAXY,0.537505,2.057189476545318e-06
GALAXY,3.054502e-06,0.00011676375288516283
STAR,0.5419934,0.999786913394928
GALAXY,0.181161,3.8599073377554305e-06
GALAXY,2.155482,9.899646101985127e-06
GALAXY,0.140824,5.636523837893037e-06
GALAXY,0.1387012,5.648224032483995e-06
GALAXY,0.05940237,1.4063307389733382e-05
GALAXY,0.02981095,5.760358021689171e-07
QSO,0.0006139397,1.8255809663969558e-06
QSO,2.079254,1.9478134163364302e-06
STAR,0.588741,0.9999380111694336
GALAXY,0.6690044,9.689838407211937e-06
GALAXY,0.5003895,3.3591647934372304e-06
STAR,0.5291702,0.9995692372322083
GALAXY,0.04084816,3.6408553114597453e-06
GALAXY,0.9004472,1.684405901869468e-06
STAR,-5.788458e-05,0.999966025352478
STAR,0.0008025109,0.9998944997787476
QSO,1.226809,1.5737138028271147e-06
GALAXY,0.7807931,6.237647767193266e-07
GALAXY,0.3432549,6.152816695248475e-06
GALAXY,0.4935273,1.3499722626875155e-05
STAR,-0.0006992698,0.9998316764831543
GALAXY,0.3828536,1.3857796147931367e-05
GALAXY,0.1276817,2.371176833548816e-06
GALAXY,0.9812872,2.0268274965928867e-05
QSO,0.2837054,5.568624601437477e-06
QSO,-0.0001391231,9.032141861098353e-06
STAR,0.59784,0.9999719858169556
QSO,0.6978346,2.234340399809298e-06
STAR,-5.070126e-05,0.9996743202209473
GALAXY,-0.0001211033,2.326994490431389e-06
GALAXY,0.9849914,1.3125409168424085e-05
GALAXY,0.5437725,1.213599261973286e-05
QSO,0.9936339,1.6567562852287665e-05
STAR,0.544098,0.9993446469306946
GALAXY,0.4930538,3.592844450395205e-06
GALAXY,0.7651849,3.853233920381172e-06
GALAXY,0.6254415,5.766144113295013e-06
GALAXY,0.4643674,4.235424421494827e-05
GALAXY,0.04155246,3.6947931221220642e-06
STAR,0.4853252,0.9958452582359314
QSO,0.5944802,5.478387720359024e-06
GALAXY,0.379854,7.097968932612275e-07
GALAXY,0.4712889,5.3789495723322034e-05
GALAXY,2.343302,5.881660740669759e-07
STAR,0.8501172,0.9999802112579346
GALAXY,1.127334,4.944637112203054e-06
STAR,0.558349,0.999579131603241
GALAXY,0.4686811,8.907130904844962e-06
STAR,0.3103704,0.9996947050094604
QSO,0.3668584,4.562319645629032e-06
GALAXY,0.2414093,1.3126465319146519e-06
GALAXY,3.12708,1.0819870794875897e-06
QSO,2.496483,1.8682576410355978e-05
GALAXY,0.692829,1.0616845429467503e-06
GALAXY,0.168337,3.9154010664788075e-06
GALAXY,0.6559442,2.1344456399674527e-05
GALAXY,2.33382,7.983093723851198e-07
QSO,0.1348196,8.312296131407493e-07
STAR,0.5756841,0.9999535083770752
QSO,-0.0001490417,1.5875930330366828e-05
GALAXY,0.5815185,6.410235073417425e-06
STAR,2.481675,0.9999797344207764
STAR,0.8122824,0.9999557733535767
QSO,0.232559,2.276749228258268e-06
GALAXY,0.4623771,1.0939630556094926e-05
STAR,0.5677077,0.9999018907546997
GALAXY,0.5382467,2.2293264919426292e-05
QSO,-0.0006721305,9.614155715098605e-05
GALAXY,0.0002299826,0.0031738176476210356
GALAXY,0.5734873,3.425640898058191e-06
STAR,-0.0001333848,0.999826967716217
GALAXY,0.5467159,8.115151103993412e-06
STAR,0.6163313,0.9999474287033081
GALAXY,0.1007135,1.056156406775699e-06
GALAXY,0.568035,2.1261801521177404e-05
GALAXY,1.653003,1.6166081877599936e-06
GALAXY,0.3410611,6.373469659592956e-05
GALAXY,0.6888978,2.6513293050811626e-05
STAR,0.2777539,0.9999485015869141
STAR,0.0004426482,0.9970942735671997
QSO,0.7896931,1.7114757611125242e-06
STAR,0.08387429,0.9999129772186279
GALAXY,1.172959,3.6162509786663577e-06
GALAXY,0.4778279,1.966318450286053e-05
GALAXY,2.232261,8.043370144150686e-06
GALAXY,0.07517447,1.5032493365652044e-06
GALAXY,0.7819616,1.97741542251606e-06
GALAXY,8.864384e-05,6.899645654812048e-07
GALAXY,0.3247961,4.430371973285219e-06
STAR,0.08332531,0.9990594983100891
QSO,0.4742793,6.810243576182984e-06
STAR,0.06080058,0.9999881982803345
STAR,2.441103,0.9999808073043823
GALAXY,0.2934584,7.538400268458645e-07
GALAXY,0.8000167,1.712098992356914e-06
GALAXY,0.3372623,2.0466281966946553e-06
QSO,3.230409,0.00023911288008093834
GALAXY,0.0003741812,1.4742887287866324e-05
GALAXY,-9.160556e-06,1.4834485227765981e-05
GALAXY,-0.0005281524,1.4033580555405933e-06
GALAXY,0.413404,8.257379704446066e-06
STAR,1.964235,0.9999866485595703
GALAXY,0.5810475,2.0783593299711356e-06
GALAXY,1.792006,3.7451709999913874e-07
STAR,1.335883,0.9983068704605103
GALAXY,0.1489146,2.5374105462105945e-05
GALAXY,0.5823188,9.420399692317005e-06
GALAXY,0.07642992,5.725215032725828e-06
STAR,0.552178,0.9996508359909058
STAR,0.2667127,0.9997174143791199
STAR,0.3747617,0.9997720122337341
GALAXY,1.108567,9.151115705208213e-07
GALAXY,0.5282845,0.00010351277160225436
STAR,0.0001614031,0.9955782294273376
QSO,0.520531,6.487376822406077e-07
GALAXY,0.4782228,1.2673285709752236e-05
QSO,0.5302658,7.698539548073313e-07
GALAXY,0.2134205,8.286694992420962e-07
GALAXY,1.637433,1.68041594861279e-06
STAR,1.585458,0.9998441934585571
STAR,0.5115259,0.9996904134750366
QSO,1.443127,3.923759868484922e-05
GALAXY,0.4180462,2.7336584480508463e-06
STAR,0.8207066,0.999882698059082
STAR,0.713218,0.9999101161956787
STAR,1.66087,0.9998071789741516
GALAXY,0.2511905,5.035647973272717e-06
GALAXY,0.9263008,3.829250090348069e-06
GALAXY,0.18012,1.467643232899718e-05
GALAXY,0.6784527,1.4577983620256418e-06
GALAXY,0.6187551,4.299761712900363e-06
GALAXY,-1.934959e-05,2.2936935692996485e-06
GALAXY,1.269662,5.679193691321416e-06
GALAXY,1.182122,7.5375951382739e-06
STAR,-0.0001020153,0.9999879598617554
STAR,0.4581344,0.9999364614486694
GALAXY,-0.0005045662,1.738407081575133e-05
STAR,2.02683,0.9998646974563599
GALAXY,0.5480236,3.0846695153741166e-05
GALAXY,0.524147,3.801459570240695e-06
GALAXY,0.8175768,1.2279967450012919e-05
STAR,0.0002389296,0.9999586343765259
QSO,0.7337843,1.3554894167100429e-06
GALAXY,0.2820207,0.00010223947901977226
STAR,0.3850293,0.9999246597290039
GALAXY,0.7124349,3.3091369004978333e-06
GALAXY,0.4273741,4.550353878585156e-06
GALAXY,-0.0007905376,8.933501476349193e-07
GALAXY,0.6398497,6.3417387536901515e-06
QSO,0.5101231,8.086702109721955e-06
GALAXY,-0.0002726702,4.4769400119548663e-05
STAR,1.715867,0.9998921155929565
QSO,0.3417346,3.5968361771665514e-05
GALAXY,2.404023,1.6707217298517207e-07
QSO,1.470951,6.652139290963532e-06
GALAXY,0.3300364,3.594351028368692e-06
GALAXY,0.2560004,5.001716090191621e-07
GALAXY,-0.001069428,1.9147380498907296e-06
QSO,0.5101371,2.8945219128218014e-06
QSO,0.3723986,1.7264327425436932e-06
GALAXY,1.329481,4.38877432316076e-05
GALAXY,1.62201,1.858876657934161e-06
STAR,0.3733252,0.9995415210723877
GALAXY,0.2627763,4.498724592849612e-06
GALAXY,0.3306105,1.021775278786663e-05
GALAXY,0.4418653,1.8919170543085784e-05
GALAXY,-0.002403235,5.3525614021054935e-06
STAR,0.640593,0.9995662569999695
STAR,-0.0005735258,0.9994706511497498
QSO,0.3502928,9.89795694295026e-07
GALAXY,0.5389788,3.508106090066576e-07
GALAXY,0.3124895,9.808113645703997e-06
GALAXY,0.2347521,1.2500678394644638e-06
GALAXY,1.644382,2.1407511212601094e-06
GALAXY,0.4668477,7.786510991536488e-07
QSO,-0.0005979553,3.1560293791699223e-06
GALAXY,0.0,1.4686509075545473e-06
GALAXY,-9.799133e-05,3.3187304779858096e-06
GALAXY,0.7077317,6.490082796517527e-06
GALAXY,0.2429062,1.9654025891213678e-06
QSO,0.3517914,1.1250623174419161e-05
GALAXY,-0.0001473767,5.83656083108508e-06
GALAXY,0.3849411,1.5347713997471146e-05
GALAXY,-0.0002347794,1.9003919078386389e-06
GALAXY,1.28922,7.704438758082688e-06
GALAXY,0.5655168,8.161495316016953e-06
GALAXY,0.09388455,2.493242391210515e-06
GALAXY,0.5968686,9.794489415071439e-06
GALAXY,0.4737203,9.34544368647039e-06
GALAXY,0.1124441,3.7486915971385315e-06
GALAXY,-0.000341698,4.3984351805193e-07
GALAXY,0.3611142,0.0003010486252605915
GALAXY,0.02212157,2.628842594276648e-06
STAR,1.335466,0.9999600648880005
GALAXY,0.2817021,4.523158622760093e-06
GALAXY,0.0008796969,4.851846824749373e-06
STAR,0.09662253,0.9999667406082153
GALAXY,0.4327027,5.86364149057772e-06
GALAXY,0.5775061,1.8064771211356856e-05
GALAXY,-0.0001160246,1.6953312069745152e-06
GALAXY,0.6221713,8.42969984660158e-06
GALAXY,-7.194637e-05,2.3572679310746025e-06
QSO,0.0002106894,3.0233841243898496e-05
QSO,0.6285249,7.993442068254808e-07
GALAXY,0.1331062,5.331213515091804e-07
GALAXY,0.1336019,3.83915130441892e-06
QSO,0.6404381,5.376804892875953e-06
GALAXY,0.4733905,7.618921245011734e-07
GALAXY,0.5102738,4.963108949596062e-06
GALAXY,2.078964,7.931238883429614e-07
GALAXY,0.1479046,1.9614801658462966e-06
STAR,0.5220803,0.9998469352722168
QSO,0.33156,7.63261596148368e-06
GALAXY,6.926441e-05,4.3524750026335823e-07
GALAXY,-0.001246068,2.9015182008151896e-06
QSO,0.539963,2.4896999093471095e-06
STAR,0.7902234,0.9999438524246216
STAR,0.1433656,0.9997182488441467
QSO,0.5459849,6.800516985094873e-07
STAR,0.8004363,0.9999537467956543
STAR,0.4799297,0.998895525932312
QSO,-9.059574e-06,3.740669853868894e-05
GALAXY,0.8405035,3.930804723495385e-06
GALAXY,8.782167e-05,2.4343405584659195e-06
STAR,0.07775977,0.9997122883796692
GALAXY,2.434243,1.2764447774316068e-06
GALAXY,0.5456944,3.0968878945714096e-06
STAR,-0.000207898,0.9994476437568665
QSO,-0.0007016605,3.886583726853132e-06
GALAXY,1.575539,1.241007794305915e-06
GALAXY,0.06499535,1.869151105893252e-06
GALAXY,-0.0005071643,8.449752044725756e-07
GALAXY,0.1617666,1.1658555195026565e-05
GALAXY,0.5355777,1.4486032569038798e-06
GALAXY,-0.0001454259,2.26562087846105e-06
GALAXY,0.2672621,8.430174602835905e-07
GALAXY,0.5994475,9.431342732568737e-06
GALAXY,2.366359,1.0636462320690043e-05
GALAXY,0.4595958,4.237243501847843e-06
STAR,0.9191346,0.9997877478599548
GALAXY,0.0,2.0076979126315564e-05
QSO,0.05243158,5.2342023991514e-05
GALAXY,0.5355529,6.710421530442545e-06
GALAXY,0.15621,5.3294024837668985e-06
GALAXY,0.5863846,2.670673893589992e-06
QSO,-0.00015486,3.5333198411535705e-06
STAR,-0.0003343107,0.9999840259552002
STAR,1.161196,0.9999750852584839
GALAXY,1.162672,1.1534784789546393e-06
QSO,0.2867152,3.24757138514542e-06
QSO,0.2119088,1.098624306905549e-05
QSO,0.4761741,1.4662016383226728e-06
GALAXY,0.0003731836,3.2368694519391283e-05
GALAXY,2.486729,5.279404831526335e-06
STAR,0.8043085,0.9999650716781616
STAR,-5.76246e-05,0.9965112805366516
QSO,0.0004169678,1.1485614095363417e-06
GALAXY,0.15802,2.456231186442892e-06
STAR,0.3074297,0.9999583959579468
GALAXY,0.4641521,5.912162123422604e-06
GALAXY,1.430829,3.986130195698934e-06
GALAXY,0.0002350018,5.112876351631712e-06
GALAXY,0.636782,6.744254733348498e-06
GALAXY,0.05841167,9.143691386270802e-06
QSO,0.04450914,4.9375779781257734e-05
GALAXY,0.3691209,3.008826752193272e-06
STAR,0.1829369,0.9999418258666992
QSO,0.06732304,1.4543279576173518e-06
GALAXY,1.808101e-05,7.922376244096085e-05
GALAXY,0.6051589,2.2924291442905087e-06
GALAXY,0.0001641229,2.847344148904085e-06
QSO,0.1494948,7.345328754126967e-07
GALAXY,0.6549027,9.585900443198625e-06
STAR,0.03040919,0.9999728202819824
GALAXY,0.6108299,3.312122498755343e-05
GALAXY,1.743284e-06,2.2245249056140892e-06
GALAXY,0.4614171,2.6622426503308816e-06
GALAXY,0.102652,1.497864218436007e-06
STAR,-0.0001516407,0.9998794794082642
STAR,0.1315569,0.9996646642684937
GALAXY,-0.0001344669,9.041391604114324e-05
GALAXY,0.5269306,1.177157400888973e-06
STAR,2.755553e-05,0.9999222755432129
GALAXY,1.007567,1.2667248483921867e-05
GALAXY,0.01256453,1.4563581771653844e-06
QSO,0.462263,1.4871001440042164e-05
GALAXY,0.5071233,2.2876427010487532e-06
STAR,-0.0006506049,0.9993929862976074
GALAXY,0.8864631,1.955873813130893e-06
QSO,-0.0001666827,2.2652502593700774e-06
GALAXY,0.4979122,2.8478286822064547e-06
GALAXY,0.2585993,6.0847091845062096e-06
GALAXY,0.7232874,1.9294089725008234e-05
GALAXY,-0.0002668949,3.281790895925951e-06
STAR,0.465149,0.999607264995575
QSO,0.5961192,1.6732050198697834e-06
QSO,0.1375583,4.0861610614228994e-05
QSO,2.09242,3.538738383213058e-05
GALAXY,0.4261296,3.1518311516265385e-06
GALAXY,-0.0005930201,1.8836648223441443e-06
GALAXY,3.240243,9.497123755863868e-06
GALAXY,0.6007895,9.015499244924285e-07
STAR,0.08644277,0.999869704246521
STAR,0.1286235,0.9973286390304565
GALAXY,-0.0001136424,4.253548013366526e-06
QSO,0.1152358,1.280461560781987e-06
STAR,-0.000277154,0.9998565912246704
QSO,0.2219452,7.569573881482938e-06
STAR,0.7374834,0.9999889135360718
QSO,0.1279142,5.450934168038657e-06
GALAXY,0.4267395,7.041164735710481e-06
STAR,0.1181817,0.9998937845230103
GALAXY,0.5175984,3.461830419837497e-05
GALAXY,1.014062,2.7933356250287034e-06
GALAXY,0.9320692,5.0240163545822725e-05
GALAXY,0.0002913563,1.3930655313743046e-06
GALAXY,0.4352983,2.8101390853407793e-05
GALAXY,6.178476e-07,2.8383126391418045e-06
GALAXY,0.4565641,1.8883409893533099e-06
GALAXY,-1.17595e-05,1.6173467884073034e-05
STAR,-4.473197e-05,0.9999258518218994
QSO,0.1060515,9.79454171101679e-07
GALAXY,-0.0006305667,1.7325535281997873e-06
GALAXY,2.233916,2.036552359641064e-06
GALAXY,-0.000327896,1.3127107195032295e-05
GALAXY,2.283655,0.00031230883905664086
QSO,0.4824854,1.1214699497941183e-06
GALAXY,-0.0001005465,5.612524773823679e-07
GALAXY,0.5616407,5.416489784693113e-06
GALAXY,0.0827326,4.588783122017048e-05
GALAXY,1.794121,1.352896106254775e-06
QSO,2.016273,5.371362590267381e-07
GALAXY,0.5222181,1.4197514246916398e-05
STAR,0.3979193,0.9997550845146179
GALAXY,1.4357,3.8758746086386964e-05
QSO,0.7024548,2.5653223474364495e-06
GALAXY,0.1950401,2.0795438103959896e-05
GALAXY,0.489715,3.743430715985596e-05
GALAXY,0.3414596,1.3953663255961146e-06
GALAXY,0.02780555,7.211878255475312e-05
GALAXY,0.07690696,3.548675522324629e-06
QSO,1.293773,2.9940949389128946e-05
GALAXY,0.7599329,5.3545118134934455e-05
STAR,0.2654299,0.9997699856758118
GALAXY,0.1003684,0.0009835473028942943
GALAXY,0.1214698,3.448855750320945e-06
QSO,0.3960541,1.3318789569893852e-05
QSO,0.9257876,2.260299652334652e-06
GALAXY,0.5543023,1.4287466001405846e-06
GALAXY,2.382323,8.608385542174801e-07
QSO,0.1975516,2.4792650492599932e-06
GALAXY,-0.0003183063,2.499625452401233e-06
GALAXY,0.1679228,1.3020450751355384e-05
GALAXY,0.8140818,7.323919999180362e-05
GALAXY,0.1282518,3.9087134950932523e-07
QSO,-0.0001834166,1.2342864465608727e-05
GALAXY,0.2824751,9.874092029349413e-06
GALAXY,0.0822554,2.1501703031390207e-06
GALAXY,0.3258132,9.94150741462363e-06
