class,redshift,alpha,delta,u,g,r,i,z,u_g,u_r,u_i,u_z,g_r,g_i,g_z,r_i,r_z,i_z,mean_mag,mag_std,mag_span,redshift_bin
GALAXY,0.5740379,204.836581245936,28.2837760366505,24.00557,22.31101,20.52588,19.46928,19.08767,1.6945599999999992,3.479689999999998,4.5362899999999975,4.9178999999999995,1.7851299999999988,2.8417299999999983,3.2233400000000003,1.0565999999999995,1.4382100000000015,0.381610000000002,21.079882,2.0582269127260964,4.9178999999999995,high
GALAXY,0.8774973,324.70370190021,-0.761824305864397,22.21344,22.44205,21.68045,21.33051,24.06202,-0.22860999999999976,0.5329899999999981,0.8829299999999982,-1.8485800000000019,0.7615999999999978,1.111539999999998,-1.6199700000000021,0.34994000000000014,-2.38157,-2.73151,22.345694,1.0542412758614605,2.73151,very_high
STAR,-5.663926e-05,117.734853678549,30.5635415507238,25.16677,23.03556,21.38204,19.7786,19.7559,2.1312099999999994,3.7847299999999997,5.388169999999999,5.410869999999999,1.6535200000000003,3.2569599999999994,3.27966,1.603439999999999,1.6261399999999995,0.022700000000000387,21.823774,2.3074886815930427,5.410869999999999,very_low
GALAXY,0.1839506,329.948156402597,20.1529139741779,21.16647,19.47794,18.19442,17.5174,17.02077,1.68853,2.9720499999999994,3.649070000000002,4.1457000000000015,1.2835199999999993,1.9605400000000017,2.4571700000000014,0.6770200000000024,1.173650000000002,0.4966299999999997,18.6754,1.6702998528557684,4.1457000000000015,low
GALAXY,0.07764224,139.656556982827,14.9406001202035,19.48,18.16201,17.53607,17.14093,16.92117,1.3179900000000018,1.9439300000000017,2.3390699999999995,2.5588300000000004,0.6259399999999999,1.0210799999999978,1.2408399999999986,0.3951399999999978,0.6148999999999987,0.21976000000000084,17.848036,1.0269236135565294,2.5588300000000004,low
GALAXY,0.1490916,239.964128775556,44.2380836465775,19.33085,18.17414,17.54148,17.16734,16.94054,1.1567100000000003,1.7893700000000017,2.1635100000000023,2.390310000000003,0.6326600000000013,1.006800000000002,1.2336000000000027,0.3741400000000006,0.6009400000000014,0.22680000000000078,17.83087,0.9597500241208657,2.390310000000003,low
QSO,2.882213,155.719556733255,38.4440390727486,22.61873,20.32129,19.95009,19.74684,19.88606,2.297439999999998,2.66864,2.8718900000000005,2.732669999999999,0.37120000000000175,0.5744500000000023,0.43523000000000067,0.2032500000000006,0.06402999999999892,-0.13922000000000168,20.504602000000002,1.200772824296919,2.8718900000000005,very_high
GALAXY,0.5515444,175.731628599031,6.87502019180634,22.56815,21.72416,19.88664,18.78752,18.36012,0.843989999999998,2.6815099999999994,3.7806299999999986,4.208030000000001,1.8375200000000014,2.9366400000000006,3.364040000000003,1.0991199999999992,1.5265200000000014,0.4274000000000022,20.265318,1.8295025674264578,4.208030000000001,high
STAR,0.0005203293,156.611882850538,18.7177586784408,16.5362,15.67786,15.53741,15.46678,15.512,0.8583400000000001,0.9987900000000014,1.069420000000001,1.0242000000000004,0.1404500000000013,0.21108000000000082,0.16586000000000034,0.07062999999999953,0.025409999999999044,-0.04522000000000048,15.746050000000002,0.4486893924531762,1.069420000000001,very_low
GALAXY,0.0563581,202.541843837459,37.4058465254206,19.88031,18.25924,17.53012,17.19543,16.96508,1.6210700000000031,2.3501900000000013,2.6848799999999997,2.915230000000001,0.7291199999999982,1.0638099999999966,1.294159999999998,0.3346899999999984,0.5650399999999998,0.2303500000000014,17.966036,1.1764547178833533,2.915230000000001,very_low
STAR,-0.0008890365,202.23756141883,37.3063153998318,21.88322,20.84397,20.48285,20.33959,20.18066,1.0392500000000027,1.4003700000000023,1.5436300000000003,1.7025600000000018,0.36111999999999966,0.5043799999999976,0.6633099999999992,0.14325999999999794,0.3021899999999995,0.15893000000000157,20.746058,0.681339445262052,1.7025600000000018,very_low
STAR,-0.00012743,355.081657826465,27.7754314799004,23.0195,21.34089,19.84981,18.8878,18.31877,1.678609999999999,3.1696899999999992,4.131700000000002,4.70073,1.4910800000000002,2.453090000000003,3.022120000000001,0.9620100000000029,1.5310400000000008,0.5690299999999979,20.283354,1.9104972510134637,4.70073,very_low
QSO,0.7196036,202.038234801549,48.349224846578,19.69832,19.4519,19.36137,19.26012,19.26217,0.24642000000000053,0.3369499999999981,0.43819999999999837,0.4361499999999978,0.09052999999999756,0.19177999999999784,0.1897299999999973,0.10125000000000028,0.09919999999999973,-0.0020500000000005514,19.406776,0.18132475128895023,0.43819999999999837,very_high
GALAXY,0.3979193,211.398777360269,13.1136155989523,22.97682,21.70024,20.10652,19.34517,18.85168,1.2765799999999992,2.8703000000000003,3.6316500000000005,4.125139999999998,1.5937200000000011,2.3550700000000013,2.848559999999999,0.7613500000000002,1.254839999999998,0.49348999999999776,20.596086,1.7127805197047283,4.125139999999998,low
QSO,0.7828744,174.490446730618,57.5704271060007,21.76281,21.50746,21.34127,21.01998,20.51576,0.2553500000000035,0.42154000000000025,0.7428300000000014,1.2470500000000015,0.16618999999999673,0.4874799999999979,0.991699999999998,0.3212900000000012,0.8255100000000013,0.5042200000000001,21.229456,0.4815332955570157,1.2470500000000015,very_high
STAR,7.646274e-05,252.981362604467,39.8205998514463,17.5775,16.54783,16.18403,16.0968,16.09444,1.0296699999999994,1.3934700000000007,1.4806999999999988,1.4830600000000018,0.36380000000000123,0.4510299999999994,0.4533900000000024,0.08722999999999814,0.08959000000000117,0.0023600000000030263,16.50012,0.6305117130950069,1.4830600000000018,very_low
GALAXY,0.1886248,250.577684779027,13.1560419065947,20.01762,18.09452,16.87081,16.40228,16.07404,1.9231000000000016,3.146810000000002,3.6153399999999998,3.9435800000000008,1.2237100000000005,1.6922399999999982,2.020479999999999,0.46852999999999767,0.7967699999999986,0.328240000000001,17.491853999999996,1.6066863325117322,3.9435800000000008,low
STAR,-0.0001007314,271.337554412022,22.4548067549842,22.42758,20.61889,19.9806,19.67091,19.80102,1.8086899999999986,2.44698,2.7566699999999997,2.626559999999998,0.6382900000000014,0.9479800000000012,0.8178699999999992,0.3096899999999998,0.17957999999999785,-0.13011000000000195,20.4998,1.137479551134876,2.7566699999999997,very_low
QSO,2.533785,346.662291476993,12.7415631984964,21.64927,21.18948,20.82261,20.88739,20.32608,0.4597900000000017,0.8266600000000004,0.7618800000000014,1.3231900000000003,0.3668699999999987,0.30208999999999975,0.8633999999999986,-0.06477999999999895,0.4965299999999999,0.5613099999999989,20.974966000000002,0.48801564732086206,1.3231900000000003,very_high
GALAXY,0.4103749,348.39874512546,2.14899243217881,22.53242,22.15783,21.96515,21.77373,21.11682,0.37458999999999776,0.567269999999997,0.7586899999999979,1.4155999999999977,0.1926799999999993,0.3841000000000001,1.04101,0.1914200000000008,0.8483300000000007,0.6569099999999999,21.909190000000002,0.5243015908329856,1.4155999999999977,low
STAR,0.0002510925,120.718212136553,17.8672900350414,20.34339,19.2896,19.01971,18.94898,18.91002,1.0537899999999993,1.3236799999999995,1.3944100000000006,1.43337,0.2698900000000002,0.34062000000000126,0.3795800000000007,0.07073000000000107,0.10969000000000051,0.03895999999999944,19.302339999999997,0.6005425461613857,1.43337,very_low
STAR,-0.0005725693,317.79780905087,10.4937186887279,19.98355,18.517,17.92538,17.66686,17.57328,1.4665500000000016,2.0581700000000005,2.3166900000000012,2.4102700000000006,0.5916199999999989,0.8501399999999997,0.943719999999999,0.25852000000000075,0.3521000000000001,0.09357999999999933,18.333214,0.9931316775634541,2.4102700000000006,very_low
GALAXY,0.4973549,224.032715235244,41.4289646662466,23.62052,23.0538,20.96219,19.89774,19.86251,0.5667200000000001,2.6583299999999994,3.72278,3.7580099999999987,2.0916099999999993,3.15606,3.1912899999999986,1.0644500000000008,1.0996799999999993,0.03522999999999854,21.479352,1.763988237962487,3.7580099999999987,high
GALAXY,0.5382467,162.985047212619,20.1788284721739,25.03189,22.88446,21.19781,20.08726,19.62958,2.14743,3.83408,4.94463,5.40231,1.6866500000000002,2.7972,3.25488,1.11055,1.5682299999999998,0.45767999999999986,21.7662,2.2148526104348343,5.40231,high
GALAXY,0.5062007,184.328982772279,35.3145992127012,22.90564,22.00055,20.35543,19.56926,19.29526,0.9050899999999977,2.55021,3.3363799999999983,3.6103799999999993,1.6451200000000021,2.4312900000000006,2.7052900000000015,0.7861699999999985,1.0601699999999994,0.2740000000000009,20.825228,1.5691131055695122,3.6103799999999993,high
GALAXY,0.07432614,133.224528947755,33.0694939068146,20.0728,18.36853,17.58974,17.21125,16.91711,1.704270000000001,2.483060000000002,2.861550000000001,3.15569,0.7787900000000008,1.15728,1.4514199999999988,0.3784899999999993,0.6726299999999981,0.29413999999999874,18.031886000000004,1.2639542315804004,3.15569,low
QSO,1.094344,119.081649254994,44.2997706736148,23.98266,22.10485,21.62951,21.41077,21.31001,1.8778100000000002,2.3531499999999994,2.57189,2.672650000000001,0.4753399999999992,0.6940799999999996,0.7948400000000007,0.21874000000000038,0.31950000000000145,0.10076000000000107,22.087559999999996,1.1027399357056042,2.672650000000001,very_high
GALAXY,0.4648592,190.31068324325,34.7928856463552,25.26559,21.66711,20.10043,19.33229,18.88986,3.5984799999999986,5.16516,5.933299999999999,6.375730000000001,1.5666800000000016,2.3348200000000006,2.777250000000002,0.7681399999999989,1.2105700000000006,0.44243000000000166,21.051056,2.5821712701290753,6.375730000000001,high
GALAXY,0.8271044,228.582310390038,39.0121110854147,22.35968,22.17615,21.84103,21.52114,21.27253,0.18353000000000108,0.5186500000000009,0.8385400000000018,1.0871500000000012,0.33511999999999986,0.6550100000000008,0.9036200000000001,0.3198900000000009,0.5685000000000002,0.24860999999999933,21.834106000000002,0.4490504955236108,1.0871500000000012,very_high
GALAXY,0.5966147,229.76699718134,22.4225040375875,25.40508,22.53933,20.70179,19.70065,19.21887,2.865750000000002,4.703290000000003,5.704430000000002,6.186210000000003,1.8375400000000006,2.83868,3.3204600000000006,1.0011399999999995,1.48292,0.48178000000000054,21.513144,2.5202850302654274,6.186210000000003,high
GALAXY,0.8992347,30.3373750116708,3.59290132408751,23.13216,22.5215,22.55994,21.24709,20.69987,0.6106599999999993,0.572219999999998,1.885069999999999,2.4322899999999983,-0.03844000000000136,1.2744099999999996,1.821629999999999,1.312850000000001,1.8600700000000003,0.5472199999999994,22.032112,1.014807481924527,2.4322899999999983,very_high
STAR,-0.0007884821,252.159767436394,37.823974588155,19.34463,18.47527,18.21787,18.1343,18.07734,0.8693600000000004,1.1267599999999973,1.210329999999999,1.2672899999999991,0.25739999999999696,0.34096999999999866,0.3979299999999988,0.0835700000000017,0.14053000000000182,0.05696000000000012,18.449881999999995,0.5228354527669287,1.2672899999999991,very_low
GALAXY,0.5294816,242.949592163663,18.0820893086036,22.94951,22.4397,20.15871,19.10631,18.5157,0.5098100000000017,2.790800000000001,3.8431999999999995,4.433810000000001,2.280989999999999,3.333389999999998,3.9239999999999995,1.0523999999999987,1.6430100000000003,0.5906100000000016,20.633986,1.9792088861032329,4.433810000000001,high
STAR,5.099306e-05,226.360012275799,38.5763618063416,24.89325,21.43271,19.83794,18.60913,17.8896,3.460539999999998,5.055309999999999,6.284119999999998,7.003649999999997,1.5947700000000005,2.8235799999999998,3.5431099999999986,1.2288099999999993,1.9483399999999982,0.7195299999999989,20.532526,2.7835770495766763,7.003649999999997,very_low
GALAXY,0.4025601,354.733050323938,3.06288930572406,25.43754,21.25867,19.37792,18.70379,18.17004,4.17887,6.059619999999999,6.733749999999997,7.267499999999998,1.880749999999999,2.554879999999997,3.0886299999999984,0.6741299999999981,1.2078799999999994,0.5337500000000013,20.589592,2.9508005388487364,7.267499999999998,low
QSO,1.607443,130.899782400243,53.8680381593311,21.93408,21.7878,21.56044,21.40428,21.60025,0.14628000000000085,0.37364000000000175,0.5298000000000016,0.3338300000000025,0.2273600000000009,0.38352000000000075,0.18755000000000166,0.15615999999999985,-0.039809999999999235,-0.1959699999999991,21.65737,0.2063329084271346,0.5298000000000016,very_high
GALAXY,0.6230231,13.282029016294,-6.73363868891804,25.18074,22.94569,21.19,19.8748,19.32754,2.235050000000001,3.990739999999999,5.30594,5.853200000000001,1.7556899999999978,3.0708899999999986,3.61815,1.3152000000000008,1.8624600000000022,0.5472600000000014,21.703753999999996,2.3920308083676516,5.853200000000001,high
GALAXY,0.6475154,1.10376380772198,19.5085440653259,23.79971,23.49031,21.36423,20.19002,19.53841,0.3094000000000001,2.435480000000002,3.6096900000000005,4.261300000000002,2.1260800000000017,3.3002900000000004,3.951900000000002,1.1742099999999986,1.8258200000000002,0.6516100000000016,21.676536,1.9154954714851202,4.261300000000002,high
QSO,1.246068,189.855463293424,46.7420133937924,20.93425,21.08501,20.73202,20.59702,20.71078,-0.15076000000000178,0.20223000000000013,0.33722999999999814,0.22346999999999895,0.3529900000000019,0.4879899999999999,0.37423000000000073,0.134999999999998,0.021239999999998815,-0.1137599999999992,20.811816,0.1951525317027683,0.4879899999999999,very_high
GALAXY,0.1909509,32.7954287791977,-1.17258578911828,19.95535,18.9721,18.31249,17.93103,17.7416,0.9832499999999982,1.6428599999999989,2.0243199999999995,2.213750000000001,0.6596100000000007,1.0410700000000013,1.2305000000000028,0.3814600000000006,0.5708900000000021,0.18943000000000154,18.582514000000003,0.9001300812271527,2.213750000000001,low
GALAXY,0.1440681,132.052705381218,13.2632916792773,19.5075,17.93629,16.99539,16.55125,16.20081,1.5712100000000007,2.51211,2.9562500000000007,3.3066899999999997,0.9408999999999992,1.38504,1.735479999999999,0.44414000000000087,0.7945799999999998,0.350439999999999,17.438248,1.3270259169737417,3.3066899999999997,low
STAR,0.0001173997,213.205567737631,34.7675659759579,22.22566,21.6464,21.52465,21.42495,21.39561,0.5792600000000014,0.7010100000000001,0.8007100000000023,0.83005,0.12174999999999869,0.2214500000000008,0.2507899999999985,0.09970000000000212,0.12903999999999982,0.0293399999999977,21.643454000000002,0.33994762174488036,0.83005,very_low
QSO,1.832647,244.785869420831,53.9749580429963,21.86639,21.99562,21.79208,21.47376,21.68306,-0.12922999999999973,0.07431000000000054,0.3926300000000005,0.183329999999998,0.20354000000000028,0.5218600000000002,0.31255999999999773,0.31831999999999994,0.10901999999999745,-0.20930000000000248,21.762182,0.1972904194835622,0.5218600000000002,very_high
GALAXY,0.3118294,153.62321230646,64.5257987729468,26.25524,20.47249,18.85123,18.25093,17.89559,5.78275,7.4040099999999995,8.00431,8.359650000000002,1.6212599999999995,2.22156,2.576900000000002,0.6003000000000007,0.9556400000000025,0.35534000000000177,20.345095999999998,3.4483067525062214,8.359650000000002,low
QSO,2.192035,257.850905704479,32.9883779061506,21.79911,21.00593,20.56642,20.52276,20.32504,0.7931799999999996,1.232689999999998,1.2763499999999972,1.4740699999999975,0.4395099999999985,0.48316999999999766,0.680889999999998,0.043659999999999144,0.24137999999999948,0.19772000000000034,20.843852000000002,0.5890716431555661,1.4740699999999975,very_high
GALAXY,0.5999115,141.216707504051,61.0666819936476,24.93831,22.60011,20.54824,19.34865,18.82106,2.3382000000000005,4.3900700000000015,5.589660000000002,6.117250000000002,2.051870000000001,3.2514600000000016,3.7790500000000016,1.1995900000000006,1.7271800000000006,0.52759,21.251274,2.5215951298989308,6.117250000000002,high
GALAXY,0.9805436,145.085425994608,16.1593547574432,24.55796,22.4625,22.21467,21.46039,23.00813,2.0954600000000028,2.3432899999999997,3.097570000000001,1.54983,0.24782999999999689,1.0021099999999983,-0.5456300000000027,0.7542800000000014,-0.7934599999999996,-1.547740000000001,22.740730000000003,1.1583662206962015,3.097570000000001,very_high
GALAXY,0.7783178,15.9972715582533,5.65397840523682,24.32389,24.83143,22.55179,20.62599,19.77134,-0.5075400000000023,1.7720999999999982,3.697899999999997,4.55255,2.2796400000000006,4.205439999999999,5.060090000000002,1.9257999999999988,2.780450000000002,0.854650000000003,22.420887999999998,2.2187286964656137,5.060090000000002,very_high
GALAXY,0.140841,240.462981790011,14.6408176762223,20.43972,18.45107,17.32748,16.87284,16.47397,1.9886499999999998,3.11224,3.566880000000001,3.96575,1.12359,1.5782300000000014,1.9771,0.45464000000000127,0.85351,0.3988699999999987,17.913016,1.5944753932657603,3.96575,low
QSO,0.2132768,248.118485515121,54.2470152677921,21.45423,20.85859,20.03034,19.04209,19.37453,0.5956399999999995,1.42389,2.4121399999999973,2.079699999999999,0.8282500000000006,1.8164999999999978,1.4840599999999995,0.9882499999999972,0.6558099999999989,-0.3324399999999983,20.151956000000002,1.0057625659070824,2.4121399999999973,low
STAR,-0.0006884161,357.983193200018,-7.08108611429304,19.6878,18.7601,18.48402,18.38241,18.34589,0.927699999999998,1.2037799999999983,1.3053899999999992,1.3419099999999986,0.2760800000000003,0.3776900000000012,0.41421000000000063,0.10161000000000087,0.1381300000000003,0.03651999999999944,18.732044000000002,0.5583751921692075,1.3419099999999986,very_low
GALAXY,0.8011525,38.2401734979799,3.1754171156476,23.95163,24.21853,21.68818,20.45371,19.64248,-0.2668999999999997,2.2634500000000024,3.4979200000000006,4.3091500000000025,2.530350000000002,3.7648200000000003,4.576050000000002,1.2344699999999982,2.0457,0.8112300000000019,21.990906000000003,2.047954256112671,4.576050000000002,very_high
GALAXY,0.4703278,249.695280734215,24.5304558617119,23.30209,22.07624,20.42712,19.50576,18.91905,1.2258500000000012,2.874970000000001,3.796330000000001,4.383040000000001,1.64912,2.57048,3.15719,0.92136,1.50807,0.5867100000000001,20.846051999999997,1.8187020472496316,4.383040000000001,high
QSO,1.317285,20.7077700861124,11.9889480438263,20.62862,20.56326,20.32159,20.35357,20.46877,0.06536000000000186,0.307030000000001,0.27505000000000024,0.15985000000000227,0.24166999999999916,0.20968999999999838,0.09449000000000041,-0.031980000000000786,-0.14717999999999876,-0.11519999999999797,20.467162000000002,0.13171982261603604,0.307030000000001,very_high
GALAXY,0.5297698,201.866923058878,37.11749289579,24.58822,21.84146,20.4632,19.67134,19.21975,2.7467599999999983,4.125019999999999,4.916879999999999,5.3684699999999985,1.378260000000001,2.1701200000000007,2.62171,0.7918599999999998,1.2434499999999993,0.4515899999999995,21.156794,2.1612055435520237,5.3684699999999985,high
GALAXY,0.1051585,218.234788675768,55.8022304131724,19.69169,17.67228,16.69779,16.2579,15.92229,2.0194100000000006,2.9939,3.433790000000002,3.769400000000001,0.9744899999999994,1.4143800000000013,1.7499900000000004,0.4398900000000019,0.775500000000001,0.3356099999999991,17.24839,1.5159295524693757,3.769400000000001,low
STAR,-0.0001089763,110.386392880958,39.7663772673708,23.77836,21.39036,19.83579,18.98761,18.48936,2.387999999999998,3.94257,4.790749999999999,5.288999999999998,1.5545700000000018,2.402750000000001,2.901,0.8481799999999993,1.346429999999998,0.49824999999999875,20.496296,2.1395962391839256,5.288999999999998,very_low
GALAXY,0.0,250.421178052536,31.0844956883382,18.88686,17.41483,16.8013,16.57866,16.49071,1.4720300000000002,2.0855599999999974,2.3081999999999994,2.3961499999999987,0.6135299999999972,0.8361699999999992,0.9241199999999985,0.22264000000000195,0.31059000000000125,0.0879499999999993,17.234472,0.9916935494748359,2.3961499999999987,very_low
GALAXY,0.03433441,182.658170212153,34.9590696358256,22.91444,21.73755,21.85889,22.09169,22.27119,1.1768900000000002,1.0555500000000002,0.8227499999999992,0.6432499999999983,-0.12134,-0.354140000000001,-0.5336400000000019,-0.232800000000001,-0.4123000000000019,-0.17950000000000088,22.174752,0.46212885456331343,1.1768900000000002,very_low
GALAXY,0.1061438,354.133344634486,24.2646609435656,20.55281,18.68836,17.67785,17.1871,16.77832,1.8644500000000015,2.8749600000000015,3.36571,3.77449,1.01051,1.5012599999999985,1.9100399999999986,0.49074999999999847,0.8995299999999986,0.40878000000000014,18.176888,1.5075908445165087,3.77449,low
GALAXY,0.2462232,248.499369351846,12.2975249479433,23.71657,21.49972,20.6334,19.93777,19.95498,2.216850000000001,3.083169999999999,3.7788000000000004,3.7615900000000018,0.8663199999999982,1.5619499999999995,1.544740000000001,0.6956300000000013,0.6784200000000027,-0.017209999999998615,21.148488000000004,1.5711479995436461,3.7788000000000004,low
STAR,7.265834e-05,212.667066920167,37.7423473153946,17.77642,16.2982,15.77183,15.54348,15.46853,1.4782200000000003,2.004590000000002,2.232940000000001,2.307890000000002,0.5263700000000018,0.7547200000000007,0.8296700000000019,0.22834999999999894,0.3033000000000001,0.07495000000000118,16.171692,0.9539566240505915,2.307890000000002,very_low
GALAXY,0.5083312,334.43422741748,5.22475528709776,22.4945,21.7303,20.05391,19.08092,18.4303,0.7641999999999989,2.4405900000000003,3.4135799999999996,4.0642,1.6763900000000014,2.6493800000000007,3.3000000000000007,0.9729899999999994,1.6236099999999993,0.65062,20.357986000000004,1.7238960876108513,4.0642,high
GALAXY,0.6266851,215.281040127004,26.2098291138164,23.67071,21.59728,20.61858,19.90194,19.81243,2.0734299999999983,3.0521299999999982,3.76877,3.8582800000000006,0.9786999999999999,1.6953400000000016,1.7848500000000023,0.7166400000000017,0.8061500000000024,0.08951000000000064,21.120188000000002,1.5952075892090034,3.8582800000000006,high
GALAXY,0.0,221.512621331713,30.3069351753861,26.17575,22.16267,20.26987,19.3534,18.79268,4.013080000000002,5.90588,6.82235,7.38307,1.8927999999999976,2.809269999999998,3.369989999999998,0.9164700000000003,1.4771900000000002,0.5607199999999999,21.350874,2.985015482845943,7.38307,very_low
GALAXY,0.8373796,167.891369445229,50.1250758983163,23.76545,24.31143,22.19489,21.41039,19.98686,-0.5459800000000001,1.5705600000000004,2.3550600000000017,3.7785900000000012,2.1165400000000005,2.901040000000002,4.324570000000001,0.7845000000000013,2.208030000000001,1.4235299999999995,22.333804000000004,1.7564702900362426,4.324570000000001,very_high
GALAXY,0.2652985,209.338340201323,17.1067660875732,20.80445,18.95735,17.36908,16.79046,16.42953,1.8470999999999975,3.435369999999999,4.01399,4.3749199999999995,1.5882700000000014,2.166890000000002,2.527820000000002,0.5786200000000008,0.9395500000000006,0.36092999999999975,18.070174,1.8086085779211598,4.3749199999999995,low
GALAXY,0.1195713,166.874095418964,49.9243192853908,20.26975,18.32542,17.26974,16.79675,16.41311,1.9443299999999972,3.0000099999999996,3.472999999999999,3.8566399999999987,1.0556800000000024,1.5286700000000017,1.9123100000000015,0.47298999999999936,0.8566299999999991,0.38363999999999976,17.814954,1.5480441878803068,3.8566399999999987,low
STAR,0.0003817383,49.9534583746768,0.913712991195674,20.58295,19.38312,18.83061,18.5316,18.55327,1.1998299999999986,1.7523400000000002,2.0513499999999993,2.029679999999999,0.5525100000000016,0.8515200000000007,0.8298500000000004,0.2990099999999991,0.2773399999999988,-0.0216700000000003,19.17631,0.8580129342556555,2.0513499999999993,very_low
STAR,0.000496809,153.754334174669,18.2115002063454,19.06344,18.14583,17.89539,17.82958,17.78909,0.9176099999999998,1.168050000000001,1.23386,1.2743499999999983,0.2504400000000011,0.31625000000000014,0.3567399999999985,0.06580999999999904,0.1062999999999974,0.04048999999999836,18.144666,0.5319772131680076,1.2743499999999983,very_low
GALAXY,0.7964633,31.7324065455907,0.997580549623994,23.72808,22.96921,22.00168,21.32034,20.97371,0.7588699999999982,1.7263999999999982,2.407739999999997,2.754369999999998,0.96753,1.6488699999999987,1.9954999999999998,0.6813399999999987,1.0279699999999998,0.3466300000000011,22.198604,1.144947866555503,2.754369999999998,very_high
STAR,-0.0002653135,198.212409409595,39.9764061390173,19.61842,18.51581,18.0667,17.87996,17.7649,1.102610000000002,1.5517199999999995,1.73846,1.8535199999999996,0.44910999999999746,0.6358499999999978,0.7509099999999975,0.18674000000000035,0.30180000000000007,0.11505999999999972,18.369158,0.7546664179092638,1.8535199999999996,very_low
QSO,2.765541,216.673134209449,14.1009146254162,21.60864,20.83037,20.19159,19.80105,19.39364,0.7782700000000027,1.4170499999999997,1.8075900000000011,2.215,0.638779999999997,1.0293199999999985,1.4367299999999972,0.39054000000000144,0.7979500000000002,0.4074099999999987,20.365058,0.8739079685355888,2.215,very_high
GALAXY,0.1507024,182.905062957808,41.3034941024248,21.49626,19.90139,19.06741,18.69443,18.34812,1.5948700000000002,2.4288500000000006,2.801829999999999,3.148139999999998,0.8339800000000004,1.2069599999999987,1.5532699999999977,0.3729799999999983,0.7192899999999973,0.346309999999999,19.501522,1.2558922131974537,3.148139999999998,low
GALAXY,0.4180462,150.001490963531,24.1418889417563,27.27845,21.72326,20.29057,19.46409,18.83975,5.55519,6.9878800000000005,7.814360000000001,8.4387,1.432690000000001,2.259170000000001,2.883510000000001,0.8264800000000001,1.4508200000000002,0.6243400000000001,21.519224,3.3956980922455404,8.4387,low
STAR,0.0002503877,55.5733850043956,0.774350533904056,19.96545,18.68421,18.6098,18.60374,18.61641,1.2812400000000004,1.3556500000000007,1.3617100000000022,1.3490400000000022,0.07441000000000031,0.08047000000000182,0.06780000000000186,0.006060000000001509,-0.0066099999999984504,-0.012669999999999959,18.895922,0.5987643927038421,1.3617100000000022,very_low
GALAXY,0.7936575,245.072362407575,42.5900398279457,23.58519,25.35162,21.82473,20.54686,19.76385,-1.7664299999999997,1.760460000000002,3.038330000000002,3.8213399999999993,3.5268900000000016,4.804760000000002,5.587769999999999,1.27787,2.0608799999999974,0.7830099999999973,22.21445,2.272605454263894,5.587769999999999,very_high
GALAXY,0.3805164,238.018360281978,2.26080526638373,24.67294,21.28281,19.36925,18.69281,18.18264,3.390129999999999,5.30369,5.980129999999999,6.490300000000001,1.9135600000000004,2.59,3.100170000000002,0.6764399999999995,1.1866100000000017,0.5101700000000022,20.440089999999998,2.642109116189186,6.490300000000001,low
GALAXY,0.08547865,196.815498472488,5.40995167549978,18.60678,17.26773,16.64837,16.29113,16.11009,1.3390500000000003,1.9584100000000007,2.3156500000000015,2.496690000000001,0.6193600000000004,0.9766000000000012,1.1576400000000007,0.3572400000000009,0.5382800000000003,0.18103999999999942,16.98482,1.008755334707084,2.496690000000001,low
GALAXY,0.5210658,251.79372080614,25.3668578384567,25.02263,24.45394,21.63542,20.30797,19.80263,0.5686900000000001,3.3872099999999996,4.7146599999999985,5.219999999999999,2.8185199999999995,4.145969999999998,4.651309999999999,1.327449999999999,1.8327899999999993,0.5053400000000003,22.244518,2.381359243850032,5.219999999999999,high
STAR,0.0001893078,204.155029522817,45.0783351801884,21.87204,19.64136,17.98673,17.14652,16.62934,2.2306799999999996,3.885309999999997,4.7255199999999995,5.242699999999999,1.6546299999999974,2.49484,3.0120199999999997,0.8402100000000026,1.3573900000000023,0.5171799999999998,18.655198,2.130002778993492,5.242699999999999,very_low
QSO,2.227836,352.90579164159,27.1130168181515,21.65274,21.46117,21.4647,21.26481,21.12187,0.19157000000000224,0.18804000000000087,0.3879300000000008,0.5308700000000002,-0.0035300000000013654,0.19635999999999854,0.33929999999999794,0.1998899999999999,0.3428299999999993,0.1429399999999994,21.393058,0.2044486749039963,0.5308700000000002,very_high
GALAXY,0.6251882,3.15149958606997,16.8742601752699,23.18767,23.00196,21.58012,20.23707,19.81737,0.18571000000000026,1.6075499999999998,2.9506000000000014,3.3703000000000003,1.4218399999999995,2.764890000000001,3.18459,1.3430500000000016,1.7627500000000005,0.41969999999999885,21.564838,1.5423803969416887,3.3703000000000003,high
QSO,1.543704,27.0419848080402,29.6622183652315,20.88601,20.72851,20.30248,19.92334,20.00695,0.15749999999999886,0.5835299999999997,0.9626699999999992,0.8790599999999991,0.4260300000000008,0.8051700000000004,0.7215600000000002,0.3791399999999996,0.2955299999999994,-0.08361000000000018,20.369458,0.4273943377842059,0.9626699999999992,very_high
STAR,-0.0005995909,321.649504425865,11.7760333629268,20.75396,19.71533,19.41955,19.32939,19.3555,1.0386299999999977,1.3344099999999983,1.4245699999999992,1.39846,0.2957800000000006,0.3859400000000015,0.3598300000000023,0.0901600000000009,0.06405000000000172,-0.02610999999999919,19.714746,0.6009708172032979,1.4245699999999992,very_low
